movie_id,title,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,genres
920394,My Father's Violin,2022-01-21,0,0,112,7.9,338,2.8962,"['Drama', 'Music']"
930094,"Red, White & Royal Blue",2023-07-27,0,0,118,7.941,1473,10.6978,"['Comedy', 'Romance']"
933260,The Substance,2024-09-07,17500000,76506196,141,7.143,5480,18.3403,"['Horror', 'Science Fiction', 'Thriller']"
940551,Migration,2023-12-06,72000000,298776052,83,7.4,2151,14.4932,"['Family', 'Comedy', 'Adventure', 'Animation']"
941109,Play Dirty,2025-09-30,2500000,0,125,6.6,523,16.3348,['Crime']
944401,Dogman,2023-09-27,0,4082217,115,7.863,1304,4.8836,"['Action', 'Drama', 'Crime']"
945961,Alien: Romulus,2024-08-13,80000000,350865342,119,7.176,4164,15.2451,"['Horror', 'Science Fiction']"
949709,High Forces,2024-09-29,0,41923655,115,5.933,30,25.9712,"['Action', 'Crime']"
950396,The Gorge,2025-02-13,70000000,0,128,7.65,3265,22.1036,"['Romance', 'Science Fiction', 'Thriller']"
957119,Sidelined: The QB and Me,2025-02-06,0,2,99,6.154,123,22.6744,"['Comedy', 'Romance']"
961323,Nimona,2023-06-23,0,0,99,7.867,1289,3.8187,"['Animation', 'Family', 'Action', 'Science Fiction', 'Adventure', 'Fantasy', 'Comedy']"
962232,Beyond the Universe,2022-10-26,0,0,126,7.978,338,2.5238,"['Romance', 'Drama', 'Music']"
967941,Wicked: For Good,2025-11-19,150000000,505922446,137,6.7,547,115.7315,"['Fantasy', 'Adventure', 'Romance']"
974635,Hit Man,2024-05-16,8800000,5101673,116,6.796,1482,13.624,"['Comedy', 'Romance', 'Crime']"
974663,200% Wolf,2024-07-04,0,4543,98,5.903,31,20.2131,"['Animation', 'Adventure', 'Fantasy', 'Family', 'Action', 'Comedy']"
980477,Ne Zha 2,2025-01-29,80000000,2215690000,144,8.101,531,58.3399,"['Animation', 'Fantasy', 'Adventure', 'Action']"
982843,The Great Flood,2025-09-18,0,0,109,6.113,360,237.4857,"['Science Fiction', 'Adventure', 'Drama']"
991494,The SpongeBob Movie: Search for SquarePants,2025-12-16,64000000,63906743,88,6.7,31,63.6161,"['Animation', 'Family', 'Comedy', 'Adventure']"
995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,0,0,35,8.211,681,3.1586,"['Animation', 'Family', 'Adventure', 'Fantasy']"
1000492,All Your Faces,2023-03-29,0,0,115,7.946,652,2.2403,['Drama']
1000837,I'm Still Here,2024-09-19,1480000,36109482,138,7.9,917,7.4276,"['Drama', 'History']"
1003596,Avengers: Doomsday,2026-12-16,0,0,0,0.0,0,30.3345,"['Science Fiction', 'Action', 'Adventure']"
1007734,Nobody 2,2025-08-13,25000000,41618135,89,7.025,1121,28.5266,"['Action', 'Thriller']"
1009640,Valiant One,2025-01-30,10000000,1236630,86,6.753,95,17.7282,"['War', 'Thriller', 'Action']"
1010581,My Fault,2023-06-08,0,0,117,7.764,3951,38.7176,"['Drama', 'Romance', 'Thriller']"
1010756,The Strangers: Chapter 2,2025-09-25,8000000,21921749,98,5.989,179,25.8812,"['Horror', 'Thriller']"
1011477,Karate Kid: Legends,2025-05-08,45000000,105456077,94,7.082,1040,18.8435,"['Action', 'Adventure', 'Drama']"
1011985,Kung Fu Panda 4,2024-03-02,80000000,548040835,94,7.021,3318,15.6152,"['Animation', 'Family', 'Action', 'Comedy', 'Adventure', 'Fantasy']"
1013446,Reflection in a Dead Diamond,2025-06-25,0,0,87,6.0,52,87.1206,"['Action', 'Thriller', 'Mystery']"
1015539,Santastein,2024-11-25,0,0,88,4.7,7,80.1406,"['Horror', 'Comedy', 'Fantasy']"
1026227,There's Still Tomorrow,2023-10-26,9000000,50121593,118,8.088,1469,1.9502,"['Drama', 'Comedy', 'History']"
1033148,Die My Love,2025-10-06,20000000,7421995,119,6.3,255,37.5042,['Drama']
1033462,Bureau 749,2024-10-01,0,51706251,123,6.221,68,67.6806,"['Action', 'Adventure', 'Science Fiction']"
1034541,Terrifier 3,2024-10-09,2000000,90322103,125,6.8,1845,13.818,"['Horror', 'Thriller']"
1035259,The Naked Gun,2025-07-30,42000000,102147396,85,6.443,1250,32.649,"['Action', 'Comedy', 'Crime']"
1038392,The Conjuring: Last Rites,2025-09-03,55000000,494653512,136,6.9,1514,35.2415,['Horror']
1042834,Eden,2025-04-03,50000000,1907486,129,6.726,477,28.7681,"['Thriller', 'Drama']"
1050035,Monster,2023-06-02,0,0,125,7.927,800,6.0049,"['Mystery', 'Thriller', 'Drama']"
1054867,One Battle After Another,2025-09-23,175000000,202818413,162,7.47,2142,92.0084,"['Thriller', 'Crime', 'Action']"
1058694,Radical,2023-10-19,10000000,21761164,126,8.35,484,2.6006,['Drama']
1061474,Superman,2025-07-09,225000000,616684465,130,7.4,4064,55.1039,"['Science Fiction', 'Adventure', 'Action']"
1062722,Frankenstein,2025-10-17,120000000,480678,150,7.7,2446,76.0495,"['Drama', 'Fantasy', 'Horror']"
1064486,Memoir of a Snail,2024-10-17,4350000,7,94,8.063,712,7.2902,"['Animation', 'Drama', 'Comedy']"
1071585,M3GAN 2.0,2025-06-25,15000000,39085942,120,7.352,1051,19.7149,"['Action', 'Science Fiction', 'Thriller']"
1072699,Inside Furioza,2025-10-14,0,0,166,6.662,77,14.119,"['Action', 'Crime', 'Thriller']"
1078605,Weapons,2025-08-04,38000000,265894217,129,7.307,2604,33.9267,"['Horror', 'Mystery']"
1081676,Forgotten Love,2023-09-26,0,0,140,7.856,330,3.3086,"['Drama', 'Romance']"
1083637,Kantara - A Legend: Chapter 1,2025-10-01,14000000,91000000,165,7.019,54,61.6845,"['Action', 'Drama', 'Fantasy']"
1084199,Companion,2025-01-22,10000000,36809101,97,7.0,1956,21.8911,"['Horror', 'Science Fiction', 'Thriller']"
1084242,Zootopia 2,2025-11-26,150000000,1464212160,107,7.65,871,371.4541,"['Animation', 'Comedy', 'Adventure', 'Family', 'Mystery']"
1084736,The Count of Monte Cristo,2024-06-28,46000000,75360860,178,7.941,1868,10.9592,"['Adventure', 'Action', 'Drama']"
1086260,The Astronaut,2025-09-26,0,0,90,5.771,118,13.0948,"['Science Fiction', 'Horror', 'Thriller']"
1086747,The Watchers,2024-06-06,30000000,51147812,102,6.366,1466,15.781,"['Fantasy', 'Horror', 'Mystery']"
1087192,How to Train Your Dragon,2025-06-06,150000000,636251264,125,8.0,2346,46.0401,"['Fantasy', 'Family', 'Action', 'Adventure']"
1097549,Babygirl,2024-12-25,20000000,60934894,115,5.714,1046,14.0882,"['Drama', 'Romance']"
1100988,28 Years Later,2025-06-18,60000000,151308832,115,6.6,1875,26.7146,"['Horror', 'Thriller', 'Science Fiction']"
1103437,Please Don't Feed the Children,2025-07-03,0,55438,94,6.5,43,76.2774,"['Horror', 'Thriller']"
1103621,How to Make Millions Before Grandma Dies,2024-04-04,1000000,73800000,126,8.134,333,5.3413,['Drama']
1106289,The Pickup,2025-07-27,0,0,94,6.429,418,19.4872,"['Action', 'Comedy', 'Crime']"
1107216,Pets on a Train,2025-07-02,0,3082436,87,6.9,29,15.7874,"['Animation', 'Comedy', 'Adventure', 'Thriller']"
1114967,Good Fortune,2025-10-14,30000000,26114174,97,7.1,362,13.2158,"['Comedy', 'Fantasy']"
1116465,A Legend,2024-07-05,0,11242056,129,6.9,131,46.9172,"['Action', 'Adventure', 'Fantasy']"
1119090,I Am Frankelda,2025-10-23,0,2709440,113,8.625,44,33.7188,"['Animation', 'Family', 'Fantasy', 'Horror']"
1124566,Sentimental Value,2025-08-20,7800000,6757440,133,7.589,230,24.678,['Drama']
1125257,Freakier Friday,2025-08-06,42000000,152889065,110,6.844,541,17.6319,"['Comedy', 'Fantasy', 'Family']"
1128650,The Prosecutor,2024-12-08,38500000,128093757,117,6.821,165,21.7833,"['Action', 'Drama', 'Crime', 'Thriller']"
1130276,Succubus,2024-10-06,0,0,103,8.8,211,24.7036,"['Horror', 'Thriller']"
1131759,Omniscient Reader: The Prophecy,2025-07-23,0,4500000,117,6.671,38,274.4064,"['Action', 'Adventure', 'Fantasy']"
1134463,Dreams,2025-07-10,0,0,95,5.583,18,21.8369,"['Drama', 'Romance']"
1135855,Kelas Bintang - Mangga Muda,2023-05-10,0,0,42,6.333,3,18.6985,"['Drama', 'Romance']"
1136867,Materialists,2025-06-12,20000000,105618726,116,6.5,948,13.4648,"['Romance', 'Drama']"
1137179,Yadang: The Snitch,2025-04-16,0,0,123,7.0,26,178.7019,"['Crime', 'Action', 'Comedy', 'Drama', 'Thriller']"
1139087,Once Upon a Studio,2023-09-24,0,0,9,8.3,410,3.4552,"['Animation', 'Family', 'Fantasy', 'Comedy']"
1144107,The Legend of Hei 2,2025-07-18,0,55353618,119,8.471,34,19.0518,"['Animation', 'Fantasy', 'Action']"
1147266,You Will Die in 6 Hours,2024-10-16,0,0,91,6.053,19,54.9016,"['Thriller', 'Mystery']"
1149167,High Rollers,2025-03-14,0,0,101,6.569,94,51.9734,"['Action', 'Crime', 'Thriller']"
1151031,Bring Her Back,2025-05-28,15000000,39123752,104,7.398,1279,22.325,['Horror']
1151766,Murderer Report,2025-09-05,0,0,108,6.917,18,20.6982,"['Drama', 'Thriller']"
1156593,Your Fault,2024-12-26,0,0,118,7.123,1482,16.5623,"['Drama', 'Romance']"
1156594,Our Fault,2025-10-15,0,0,112,7.409,577,25.0861,"['Romance', 'Drama']"
1160164,TAYLOR SWIFT | THE ERAS TOUR,2023-10-13,15000000,261656269,169,8.214,499,3.3509,['Music']
1161617,Code 3,2025-09-12,0,12140,100,6.805,151,17.2862,"['Action', 'Comedy']"
1162858,The Other,2025-04-26,0,0,99,5.611,45,41.321,"['Horror', 'Thriller']"
1166133,Bramayugam,2024-02-15,3300000,10000000,139,7.5,70,18.6868,"['Horror', 'Thriller', 'Drama']"
1167307,David,2025-12-14,60900000,49750130,109,7.4,8,25.9518,"['Animation', 'Family', 'Drama']"
1175174,Fackham Hall,2025-12-01,0,0,97,7.481,27,37.0025,"['Comedy', 'History']"
1175942,The Bad Guys 2,2025-07-24,80000000,239409929,104,7.72,588,26.7464,"['Family', 'Comedy', 'Crime', 'Adventure', 'Animation']"
1180831,Troll 2,2025-11-30,11200000,0,105,6.615,323,69.387,"['Action', 'Fantasy', 'Thriller']"
1184918,The Wild Robot,2024-09-12,78000000,331982078,102,8.3,5591,20.2922,"['Animation', 'Science Fiction', 'Family', 'Adventure', 'Drama']"
1186350,Marco,2024-12-20,3467000,11559000,145,6.6,92,17.1795,"['Action', 'Crime', 'Thriller']"
1186532,The Forge,2024-08-22,5000000,40392664,123,8.268,311,4.5323,"['Drama', 'Family']"
1192174,The Negotiator,2025-03-06,7324508,1061893,109,7.179,78,18.737,"['Drama', 'Thriller']"
1193115,Out of Control,2025-02-19,1700000,0,110,5.848,46,25.5326,"['Drama', 'Thriller']"
1194963,Noise,2025-06-25,0,12199988,95,6.294,34,63.1668,"['Horror', 'Thriller']"
1195518,The Unholy Trinity,2025-06-13,0,1000526,95,6.326,115,111.2454,"['Western', 'Adventure', 'Crime']"
1196067,Worldbreaker,2025-10-30,0,0,95,6.1,37,99.5947,"['Science Fiction', 'Action']"
1196573,She Rides Shotgun,2025-07-31,0,23443,120,7.054,185,24.6484,"['Action', 'Thriller', 'Crime']"
1197137,Black Phone 2,2025-10-15,30000000,132202742,114,6.8,768,40.6186,"['Horror', 'Thriller']"
1197306,A Working Man,2025-03-26,40000000,99068160,116,6.704,1697,32.2422,"['Action', 'Crime', 'Thriller']"
1206083,Conjuring Tapes,2025-04-10,0,0,79,4.182,11,109.1616,"['Horror', 'Mystery']"
1208561,Art of Eight Limbs,2024-08-16,101,0,101,6.4,37,20.2723,"['Action', 'Thriller']"
1214069,Palma 2,2025-03-20,0,0,0,6.1,4,14.6947,"['Drama', 'Family']"
1214140,Monster Island,2025-05-08,0,0,83,5.9,85,17.6646,"['Horror', 'Fantasy', 'Action', 'Thriller']"
1214484,Let Go,2024-11-01,0,0,110,7.863,353,3.2096,['Drama']
1214931,Nuremberg,2025-11-06,11800000,20757602,148,7.261,251,70.1847,"['History', 'Drama']"
1215106,Ko Ga Loak Village,2025-11-06,0,0,99,3.8,5,15.8743,"['Comedy', 'Horror']"
1217602,London Calling,2025-09-18,0,0,114,7.0,61,44.0902,"['Action', 'Crime', 'Comedy', 'Thriller']"
1218925,Chainsaw Man - The Movie: Reze Arc,2025-09-19,4100000,158289386,100,8.286,533,77.2644,"['Animation', 'Action', 'Romance', 'Fantasy']"
1223601,Sisu: Road to Revenge,2025-10-21,12200000,9169696,89,7.493,367,137.8916,"['Action', 'War']"
1228246,Five Nights at Freddy's 2,2025-12-03,36000000,220645215,104,6.9,454,274.2896,"['Horror', 'Thriller']"
1230368,Springsteen: Deliver Me from Nowhere,2025-10-22,55000000,45053172,120,7.0,150,24.6922,"['Drama', 'Music']"
1233066,Manitou's Canoe,2025-08-14,0,57840726,89,6.9,106,14.0265,"['Comedy', 'Western']"
1233413,Sinners,2025-04-16,100000000,365878513,138,7.5,3112,53.1377,"['Horror', 'Action', 'Thriller']"
1234731,Anaconda,2025-12-24,45000000,43650000,100,6.7,79,105.5498,"['Adventure', 'Comedy', 'Horror']"
1234821,Jurassic World Rebirth,2025-07-01,180000000,869115756,134,6.4,2684,50.6369,"['Science Fiction', 'Adventure', 'Action']"
1241436,Warfare,2025-04-09,20000000,33649631,95,7.093,1198,14.8627,"['War', 'Action']"
1241470,Osiris,2025-07-25,0,0,108,6.165,158,17.1042,"['Science Fiction', 'Action', 'Horror']"
1241752,Rita,2024-03-22,0,0,113,6.05,20,16.1808,['Drama']
1241982,Moana 2,2024-11-21,150000000,1059242164,100,7.0,2851,27.5083,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']"
1241983,Train Dreams,2025-11-05,10000000,0,102,7.29,372,21.0608,['Drama']
1242011,Together,2025-07-28,17000000,32273161,102,7.095,783,19.4677,"['Horror', 'Romance']"
1242419,Roofman,2025-10-08,18000000,34121603,126,7.2,369,27.1912,"['Crime', 'Comedy', 'Drama']"
1242898,Predator: Badlands,2025-11-05,105000000,184278121,107,7.324,717,116.9332,"['Action', 'Science Fiction', 'Adventure']"
1244492,Look Back,2024-06-28,0,12648664,58,8.068,450,8.2309,"['Animation', 'Drama']"
1246049,Dracula,2025-07-30,52000000,25788866,130,7.124,679,58.1883,"['Horror', 'Fantasy', 'Romance']"
1247002,The Old Woman with the Knife,2025-04-30,0,0,123,6.5,45,207.8308,"['Action', 'Mystery', 'Drama']"
1248226,Playdate,2025-11-05,0,0,93,6.137,430,35.3387,"['Action', 'Comedy', 'Family']"
1252428,Anaconda,2024-03-01,0,0,84,7.139,115,20.3702,"['Adventure', 'Horror', 'Thriller']"
1255775,Merv,2025-12-09,0,0,105,5.8,76,17.5948,"['Comedy', 'Romance']"
1257009,Primitive War,2025-08-21,0,217753,133,6.778,198,20.9967,"['Action', 'Horror', 'War']"
1259102,Eternity,2025-11-26,12000000,32066992,114,7.1,205,78.1747,"['Romance', 'Comedy', 'Drama']"
1261825,Oh. What. Fun.,2025-12-03,0,0,108,5.628,195,13.5551,['Comedy']
1266990,Kulong,2024-05-24,0,0,48,6.0,7,44.2384,['Drama']
1267319,Mantis,2025-09-25,0,0,113,6.328,122,14.3612,"['Action', 'Crime', 'Thriller']"
1267905,The Roses,2025-08-27,30000000,51981278,105,6.7,473,13.1259,"['Comedy', 'Drama']"
1274751,Blue Sun Palace,2025-03-12,0,0,117,6.1,8,13.1568,['Drama']
1278983,Under the Stars,2025-11-09,0,0,99,5.6,9,14.1939,"['Romance', 'Comedy']"
1280450,Stolen Girl,2025-09-04,26000000,92691,110,6.4,105,19.3063,"['Thriller', 'Action', 'Adventure']"
1284120,The Ugly Stepsister,2025-03-07,4250000,5325096,109,7.313,772,21.5553,"['Horror', 'Comedy', 'Fantasy', 'Drama']"
1286185,The Carpenter's Son,2025-11-13,10000000,0,94,5.379,33,32.7618,['Horror']
1287571,Agak Laen: Menyala Pantiku!,2025-11-27,0,0,119,8.2,5,18.1469,"['Comedy', 'Crime', 'Drama', 'Mystery']"
1290183,The First Ride,2025-10-29,0,0,117,6.6,5,16.8572,"['Comedy', 'Drama', 'Adventure']"
1291608,Dhurandhar,2025-12-05,16500000,110000000,212,6.315,124,57.4571,"['Action', 'Thriller']"
1294203,My Fault: London,2025-02-12,0,0,118,7.406,512,16.2958,"['Drama', 'Romance']"
1294706,That Summer in Paris,2025-06-11,0,0,77,6.4,10,28.4438,"['Comedy', 'Drama']"
1296504,Stand Your Ground,2025-05-09,0,0,100,4.5,61,16.5577,"['Action', 'Thriller', 'Crime']"
1301409,Designer Shit,2023-09-21,0,0,69,0.0,0,14.5676,[]
1302017,Uhaw,2024-09-13,0,0,94,4.4,5,20.6238,['Drama']
1304625,Bear Claw Camp,2025-08-29,0,0,95,4.5,5,55.3522,"['Comedy', 'Family']"
1305717,Hunting Grounds,2025-05-16,0,0,89,6.591,66,16.6906,"['Action', 'Thriller']"
1308821,First Taste,2024-08-07,0,0,99,5.063,8,15.146,"['Romance', 'Drama']"
1309012,Altered,2025-09-18,15000000,346774,85,6.221,68,41.5922,"['Science Fiction', 'Action']"
1309129,Diabolical,2025-09-29,0,0,95,10.0,1,75.1224,"['Horror', 'Mystery']"
1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025-07-18,20000000,718473620,156,7.6,628,199.4585,"['Animation', 'Action', 'Fantasy']"
1315303,Primate,2026-01-01,0,0,89,0.0,0,15.8852,"['Horror', 'Thriller']"
1317288,Marty Supreme,2025-12-19,65000000,38606005,150,7.875,44,83.562,['Drama']
1318691,Los Muértimer,2025-08-14,0,0,0,6.5,17,21.718,"['Comedy', 'Horror', 'Mystery', 'Family']"
1322752,COLORFUL STAGE! The Movie: A Miku Who Can't Sing,2025-01-17,0,11669570,105,7.603,29,32.9473,"['Animation', 'Music', 'Drama', 'Science Fiction']"
1327862,Regretting You,2025-10-22,30000000,90452948,116,7.0,218,32.0564,"['Romance', 'Drama']"
1328803,Prisoner of War,2025-09-19,2000000,0,113,7.133,128,14.4745,"['Action', 'War', 'Thriller', 'History']"
1336189,Delivery Run,2025-09-10,0,0,84,5.6,24,114.1513,"['Action', 'Thriller']"
1342341,Captain Sabertooth and the Countess of Grel,2025-02-07,3700000,2225596,77,7.0,6,12.4382,"['Animation', 'Family', 'Adventure']"
1351046,The Talent,2025-09-05,0,0,103,6.1,7,32.0426,['Drama']
1354700,The Ghost Game,2025-08-06,0,0,95,7.1,19,74.0284,"['Horror', 'Mystery', 'Thriller']"
1356039,Counterattack,2025-02-27,0,0,85,8.277,771,8.7328,"['Action', 'Adventure', 'Thriller']"
1357886,Django Undisputed,2024-04-22,3,0,84,6.0,11,14.7656,['Western']
1363123,The Family Plan 2,2025-11-11,0,0,106,6.612,418,50.6207,"['Action', 'Comedy']"
1367575,A Line of Fire,2025-04-05,0,0,86,5.887,62,14.2624,"['Action', 'Thriller']"
1368166,The Housemaid,2025-12-18,35000000,70288087,131,7.572,118,99.8199,"['Mystery', 'Thriller']"
1368337,The Odyssey,2026-07-15,250000000,0,0,0.0,0,14.7878,"['Adventure', 'Drama', 'Fantasy']"
1370124,Sin cobertura,2025-08-22,94,0,94,4.786,14,16.2188,"['Comedy', 'Family', 'Adventure', 'Fantasy']"
1371185,Song Sung Blue,2025-12-25,30000000,0,133,8.0,10,28.9027,"['Drama', 'Music', 'Romance']"
1376434,Predator: Killer of Killers,2025-06-05,0,0,85,7.862,1012,18.8713,"['Animation', 'Action', 'Science Fiction', 'Thriller']"
1382406,Striking Rescue,2024-12-05,0,0,106,7.42,144,13.9453,"['Action', 'Crime', 'Thriller']"
1387382,Hunting Season,2025-12-05,0,0,93,7.133,83,84.1953,"['Action', 'Drama', 'Thriller']"
1388456,Bar Boys: After School,2025-12-25,0,0,126,0.0,0,13.3818,['Drama']
1389255,The Stranger in My Home,2025-06-23,0,0,88,5.6,21,29.1515,"['Thriller', 'Drama']"
1400032,10DANCE,2025-12-17,0,0,127,6.9,51,18.9522,"['Romance', 'Drama']"
1403735,Laila,2025-02-14,0,0,134,5.2,6,38.9086,"['Comedy', 'Romance']"
1415974,Raat Akeli Hai - The Bansal Murders,2025-12-18,0,0,136,6.2,12,24.3727,"['Thriller', 'Mystery', 'Crime', 'Drama']"
1419406,The Shadow's Edge,2025-08-16,0,174400000,142,6.657,185,116.4061,"['Action', 'Crime', 'Thriller']"
1420733,The Cursed: Insatiable Desires,2025-09-17,0,0,97,7.0,5,37.146,"['Horror', 'Thriller']"
1422211,The Pursuit of Lust,2025-01-23,0,0,38,6.5,10,34.9736,"['Romance', 'Drama']"
1426968,The Gentleman,2025-09-26,0,0,89,6.579,38,13.4865,"['Action', 'Crime', 'Thriller']"
1433719,High Ground,2025-03-17,0,0,92,5.9,36,26.8361,"['Thriller', 'Crime', 'Action']"
1435092,Goodbye June,2025-12-12,0,0,114,6.736,53,42.1346,['Drama']
1438030,Slaughterhouse 2,2024-10-23,0,0,93,6.286,7,41.9218,['Horror']
1439112,Muzzle: City of Wolves,2025-11-13,0,0,93,6.803,61,191.3483,"['Action', 'Thriller', 'Mystery']"
1443940,Truth & Treason,2025-10-16,15000000,6045655,121,7.25,10,13.046,"['History', 'Drama', 'Thriller']"
1448560,Wildcat,2025-11-19,50000,0,99,6.2,55,48.0434,"['Action', 'Thriller', 'Crime']"
1456349,It Was Just an Accident,2025-09-27,6000000,9044840,103,7.159,230,24.0885,"['Drama', 'Thriller', 'Crime']"
1468057,GATAO: Big Brothers,2025-08-21,0,0,0,6.8,6,31.3295,"['Crime', 'Action']"
1468417,First Moon,2025-05-06,0,0,97,4.3,53,21.6344,"['Horror', 'Thriller']"
1469354,Border Hunters,2025-10-20,0,0,82,6.341,22,42.9988,"['Action', 'Thriller']"
1472638,Buen Camino,2025-12-25,28100000,0,0,6.61,132,28.2539,"['Comedy', 'Family', 'Adventure']"
1491902,Bang,2025-07-11,0,0,0,6.3,33,130.7631,"['Action', 'Thriller']"
1495694,Beauty from Pain,2025-12-18,0,0,116,0.0,0,34.5152,"['Romance', 'Drama']"
1507275,A Paw Patrol Christmas,2025-10-30,0,0,44,5.6,4,18.7264,"['Animation', 'Family', 'Adventure']"
1511417,Bāhubali: The Epic,2025-10-29,65000000,3500000,224,7.2,13,428.4796,"['Action', 'Drama']"
1511789,Captain Hook : The Cursed Tides,2025-07-11,0,0,90,5.0,41,33.7028,"['Adventure', 'Action', 'Horror']"
1512623,Risqué,2025-08-01,0,0,91,5.929,7,207.2203,"['Action', 'Crime', 'Thriller']"
1522377,Two Worlds One Wish,2025-11-24,0,0,118,7.578,32,13.8801,"['Romance', 'Drama']"
1523145,Your Heart Will Be Broken,2026-03-05,0,0,0,0.0,0,19.7325,['Romance']
1539104,JUJUTSU KAISEN: Execution -Shibuya Incident x The Culling Game Begins-,2025-11-07,0,0,88,5.4,71,59.6674,"['Animation', 'Action']"
1561955,Stephen,2025-12-05,0,0,124,6.7,7,17.7482,['Thriller']
1585476,Kevin Costner Presents: The First Christmas,2025-12-09,0,0,85,7.6,5,13.5127,"['Documentary', 'Drama']"
1588846,Ekis,2025-12-19,0,0,107,7.333,3,15.7517,['Drama']
1589891,A Time for Bravery,2025-12-18,0,0,107,7.852,54,70.4735,"['Comedy', 'Action']"
1591771,Zootopia 3,,0,0,0,0.0,0,19.4685,"['Animation', 'Adventure', 'Family', 'Comedy']"
1603935,"Hasta luego, Leo",2025-12-27,0,0,0,0.0,0,14.0203,['Comedy']
